transaction_id,timestamp,merchant_id,amount,payment_method,location,device_id,customer_id,transaction_status,fraud_label
T620CC8C05925,2025-01-16 23:44:52,M0008,433.56,Wallet,Kolkata,D00045,C02619,SUCCESS,1
TBF2FF8A2C2F0,2025-01-16 23:57:50,M0031,49635.21,Debit Card,Jaipur,D03743,C02288,FAILED,1
T423EFD2BA600,2025-01-17 00:03:57,M0038,9438.93,Wallet,Kochi,D03836,C01143,SUCCESS,1
T2A4F6567F164,2025-01-17 00:13:19,M0050,31147.61,UPI,Kolkata,D04046,C02591,FAILED,1
TE468D351BD5C,2025-01-17 00:18:53,M0016,878.0,Debit Card,Hyderabad,D00366,C00735,FAILED,1
T867011C3987F,2025-01-17 00:26:12,M0029,921.7,UPI,Kolkata,D03867,C03099,SUCCESS,1
TA776B7C89A9B,2025-01-17 01:15:16,M0037,47043.88,Debit Card,Indore,D01532,C03668,FAILED,1
TCF6AB8EB6E34,2025-01-17 01:26:29,M0007,3109.39,Credit Card,Ahmedabad,D02875,C00176,SUCCESS,1
TBFEA5A5D12E3,2025-01-17 01:29:49,M0048,710.35,Debit Card,Chandigarh,D00528,C00935,FAILED,1
T82641679C9CC,2025-01-17 03:01:08,M0016,2392.23,Wallet,Jaipur,D02290,C01257,FAILED,1
T9A8E36EAD742,2025-01-17 03:04:27,M0038,1545.36,Debit Card,Jaipur,D03879,C00764,SUCCESS,1
T9E55FA164592,2025-01-17 03:13:17,M0014,244.06,Wallet,Indore,D01158,C02705,SUCCESS,1
T9072BF9B78B2,2025-01-17 03:20:07,M0008,6922.02,UPI,Bengaluru,D04154,C01591,FAILED,1
TD51828BB9D41,2025-01-17 05:22:13,M0008,3224.41,Net Banking,Bengaluru,D01969,C03408,SUCCESS,1
T7429D9C6F4F3,2025-01-17 05:56:51,M0032,25457.42,Net Banking,Pune,D02903,C02157,SUCCESS,1
TC777BEB3E3A0,2025-01-17 05:57:10,M0057,46475.34,UPI,Kolkata,D01915,C00989,SUCCESS,1
T8C687A76BA4C,2025-01-17 06:00:57,M0012,243.39,UPI,Nagpur,D01567,C03080,SUCCESS,0
TE0B20D5F20DD,2025-01-17 06:02:16,M0007,5715.19,Debit Card,Hyderabad,D03505,C00953,SUCCESS,0
TD5E01F64CF80,2025-01-17 06:04:04,M0026,456.03,Net Banking,Jaipur,D01367,C00175,SUCCESS,0
T81BC5406FA3A,2025-01-17 06:04:54,M0022,1523.7,Debit Card,Hyderabad,D01789,C00951,SUCCESS,0
T2BB45EEDBA35,2025-01-17 06:05:42,M0023,963.36,UPI,Jaipur,D03986,C00864,SUCCESS,0
T82F70DFBA2C0,2025-01-17 06:05:53,M0019,857.87,Net Banking,Mumbai,D00662,C02050,SUCCESS,0
T342CDB7F1344,2025-01-17 06:06:11,M0011,2123.11,Credit Card,Surat,D02839,C01574,SUCCESS,0
T8D6033201977,2025-01-17 06:06:32,M0008,334.03,Debit Card,Bengaluru,D00666,C03751,SUCCESS,0
T749F44B3FF90,2025-01-17 06:06:48,M0041,1238.15,UPI,Indore,D00276,C01584,SUCCESS,0
T46B7366321FF,2025-01-17 06:07:16,M0007,1890.8,UPI,Hyderabad,D02951,C03814,SUCCESS,0
T3A836F46081C,2025-01-17 06:07:27,M0007,3781.68,Debit Card,Hyderabad,D02318,C03226,SUCCESS,0
T35383D77A0F7,2025-01-17 06:08:11,M0026,469.75,Credit Card,Jaipur,D04329,C00125,SUCCESS,0
T193497063A57,2025-01-17 06:08:48,M0039,1893.89,Credit Card,Mumbai,D01736,C00011,SUCCESS,0
T3F85A8B359F7,2025-01-17 06:08:53,M0006,1878.48,UPI,Hyderabad,D01282,C01008,SUCCESS,0
TC845DE2B6AA6,2025-01-17 06:09:09,M0036,1395.51,Debit Card,Chennai,D01282,C02411,FAILED,0
TC9F4C204F265,2025-01-17 06:09:32,M0041,1080.75,Wallet,Kolkata,D02162,C02024,SUCCESS,0
T6671FFFA8195,2025-01-17 06:09:46,M0031,2281.19,UPI,Jaipur,D02252,C03272,SUCCESS,0
T91DBDAD723EE,2025-01-17 06:09:58,M0060,3869.88,Debit Card,Indore,D02852,C03164,SUCCESS,0
TE30FBC211A18,2025-01-17 06:10:09,M0036,34.7,Credit Card,Lucknow,D00561,C03411,SUCCESS,0
T6FF9506D9604,2025-01-17 06:10:23,M0003,3416.88,UPI,Mumbai,D02207,C02340,SUCCESS,0
T8E71B4D2B1DA,2025-01-17 06:10:57,M0004,1156.24,UPI,Nagpur,D01105,C03326,SUCCESS,0
T8E3DCF17D0B0,2025-01-17 06:11:04,M0006,770.21,UPI,Hyderabad,D01011,C02407,SUCCESS,0
TC5D6AAE6BDD1,2025-01-17 06:11:15,M0012,252.71,UPI,Nagpur,D02115,C02194,SUCCESS,0
T98B4037182E7,2025-01-17 06:11:52,M0009,3510.58,Debit Card,Nagpur,D04188,C00708,SUCCESS,0
TD917645FF092,2025-01-17 06:11:52,M0024,1288.76,Credit Card,Lucknow,D00582,C02482,SUCCESS,0
T626D22565FD4,2025-01-17 06:12:24,M0016,4404.95,Credit Card,Lucknow,D00040,C02752,FAILED,0
T35D7FFE5AB4B,2025-01-17 06:12:42,M0020,452.74,UPI,Delhi,D02152,C02555,SUCCESS,0
T588504CCCD8B,2025-01-17 06:14:02,M0027,2213.09,Net Banking,Hyderabad,D03809,C03884,SUCCESS,0
T4995538669F3,2025-01-17 06:14:07,M0009,1788.79,UPI,Nagpur,D00645,C02856,SUCCESS,0
T4E1F939284EA,2025-01-17 06:14:21,M0006,1770.97,UPI,Hyderabad,D03833,C01598,SUCCESS,0
T225299DC55B5,2025-01-17 06:15:45,M0035,614.73,Net Banking,Indore,D01715,C01733,SUCCESS,1
T075A38902056,2025-01-17 06:15:50,M0044,354.56,Debit Card,Pune,D00512,C00962,SUCCESS,0
TA581380E421A,2025-01-17 06:16:35,M0001,1498.72,Net Banking,Surat,D01670,C00980,SUCCESS,0
T9793ADA54927,2025-01-17 06:16:36,M0016,2874.92,UPI,Lucknow,D01774,C00626,SUCCESS,0
T4DA6301E280A,2025-01-17 06:16:57,M0034,2227.68,Net Banking,Indore,D03087,C01455,SUCCESS,0
TCD8FD0B56275,2025-01-17 06:18:07,M0036,2187.84,UPI,Chennai,D04031,C01271,SUCCESS,0
T14E77A2818F5,2025-01-17 06:18:41,M0041,781.8,Net Banking,Indore,D01447,C02372,SUCCESS,0
TE0BA2A84FA88,2025-01-17 06:19:25,M0035,455.03,Net Banking,Lucknow,D03595,C02788,SUCCESS,0
T2828F4822553,2025-01-17 06:20:03,M0018,3212.46,Debit Card,Mumbai,D03130,C01795,SUCCESS,0
T474ACBA04406,2025-01-17 06:21:08,M0046,3363.2,Credit Card,Chennai,D00960,C03383,SUCCESS,0
TDE5AFD59C49C,2025-01-17 06:21:10,M0021,4284.48,UPI,Hyderabad,D03322,C02952,SUCCESS,0
TEEBEE5092F52,2025-01-17 06:22:25,M0059,1611.07,UPI,Chennai,D00007,C00632,SUCCESS,0
T8D6C68F86635,2025-01-17 06:22:37,M0038,354.03,UPI,Kochi,D02877,C03011,FAILED,0
TC1605AB6177A,2025-01-17 06:23:42,M0027,2641.91,UPI,Hyderabad,D03480,C00082,SUCCESS,0
T84AB0196AB2B,2025-01-17 06:24:34,M0048,469.37,UPI,Hyderabad,D03804,C03026,SUCCESS,0
TA9583CBAA6C4,2025-01-17 06:25:28,M0042,2251.96,Credit Card,Hyderabad,D01384,C01767,SUCCESS,0
TAA094434747D,2025-01-17 06:25:54,M0034,4508.29,Debit Card,Ahmedabad,D01293,C02985,SUCCESS,0
T078EFECB3D74,2025-01-17 06:26:42,M0051,862.4,Debit Card,Delhi,D04194,C00639,SUCCESS,0
T3E7B5708E5C0,2025-01-17 06:26:50,M0039,1547.88,Debit Card,Mumbai,D02183,C03250,SUCCESS,0
TC619787BA28A,2025-01-17 06:26:55,M0023,652.17,Credit Card,Jaipur,D02837,C02273,SUCCESS,0
TA84D324C1C4E,2025-01-17 06:27:14,M0059,2182.89,UPI,Chennai,D01219,C02296,SUCCESS,0
T977BA69F5D0F,2025-01-17 06:27:58,M0019,827.48,Net Banking,Mumbai,D04251,C00211,SUCCESS,0
T20DBD1FA8321,2025-01-17 06:29:01,M0057,2574.48,Debit Card,Kolkata,D01627,C01769,SUCCESS,0
TDAFC5D8E1C58,2025-01-17 06:29:04,M0013,1025.46,UPI,Chandigarh,D02185,C02174,SUCCESS,0
T5638D640B98A,2025-01-17 06:29:14,M0031,4187.27,Net Banking,Jaipur,D02331,C00179,SUCCESS,0
T98C3A5DDD449,2025-01-17 06:29:24,M0016,2008.77,Debit Card,Lucknow,D00180,C01313,SUCCESS,0
TE9DB6EE7FCD3,2025-01-17 06:30:18,M0001,1433.04,UPI,Surat,D00684,C03060,SUCCESS,0
T87805BED7B53,2025-01-17 06:30:21,M0045,1285.6,Credit Card,Kolkata,D02784,C02758,SUCCESS,0
TF274720A0886,2025-01-17 06:30:26,M0059,2891.74,UPI,Chennai,D03790,C00652,SUCCESS,0
T45CF6105B97F,2025-01-17 06:30:27,M0046,3504.11,Debit Card,Chennai,D04276,C03113,SUCCESS,0
TB4062E0BDCA7,2025-01-17 06:30:41,M0029,1536.62,UPI,Surat,D02692,C00404,SUCCESS,0
T71961929992A,2025-01-17 06:31:12,M0023,729.29,Credit Card,Jaipur,D02292,C03959,SUCCESS,0
TF71BC7127220,2025-01-17 06:31:21,M0030,1757.43,UPI,Nagpur,D00143,C01970,SUCCESS,0
TDD812EA90C19,2025-01-17 06:31:53,M0012,211.8,UPI,Nagpur,D02828,C01886,SUCCESS,0
T65976F19C76B,2025-01-17 06:31:55,M0035,452.5,UPI,Lucknow,D03299,C00013,SUCCESS,0
TDE088732E1B5,2025-01-17 06:32:05,M0013,1920.95,UPI,Nagpur,D00381,C02502,SUCCESS,0
T3040EB294C79,2025-01-17 06:32:38,M0025,992.32,Credit Card,Mumbai,D02731,C03229,SUCCESS,0
TC378E08FFDDE,2025-01-17 06:32:39,M0037,2755.42,Credit Card,Indore,D02560,C01577,SUCCESS,0
TD3EF53DBCF52,2025-01-17 06:32:45,M0042,6175.8,Debit Card,Bengaluru,D04199,C03688,SUCCESS,0
T5D8502DB345E,2025-01-17 06:33:10,M0002,747.43,Debit Card,Delhi,D02095,C02442,SUCCESS,0
T457D0E71E167,2025-01-17 06:33:10,M0032,2386.24,UPI,Kochi,D04486,C02412,SUCCESS,0
T8ADCF75A75FF,2025-01-17 06:33:38,M0057,3695.25,Debit Card,Kolkata,D01166,C00573,SUCCESS,0
T23DA478AE876,2025-01-17 06:34:28,M0048,2977.01,Net Banking,Chandigarh,D02971,C03487,SUCCESS,0
T4F15BC25D522,2025-01-17 06:35:04,M0012,228.23,Credit Card,Nagpur,D00113,C01150,SUCCESS,0
T59FBAB111212,2025-01-17 06:35:14,M0042,5944.56,Credit Card,Bengaluru,D01495,C00701,SUCCESS,0
TBB0A235293DB,2025-01-17 06:35:24,M0042,2856.19,UPI,Bengaluru,D03926,C02449,SUCCESS,0
T1D70BA14E39D,2025-01-17 06:35:40,M0050,1730.94,Net Banking,Kolkata,D03437,C00006,SUCCESS,0
T57C964F3B518,2025-01-17 06:36:04,M0039,2490.03,Debit Card,Ahmedabad,D01153,C02511,SUCCESS,0
T705881FFE985,2025-01-17 06:36:25,M0003,2072.48,Net Banking,Mumbai,D04076,C02599,SUCCESS,0
T8F67F55A9777,2025-01-17 06:36:50,M0055,2093.51,UPI,Kolkata,D03280,C02291,SUCCESS,0
T291A1E8F5270,2025-01-17 06:37:09,M0006,1229.06,Net Banking,Hyderabad,D03750,C02465,SUCCESS,0
TC0EECD7EB653,2025-01-17 06:38:32,M0002,1587.42,UPI,Delhi,D01966,C02627,SUCCESS,0
TA1858DC2669D,2025-01-17 06:38:33,M0038,2333.54,UPI,Kochi,D02296,C03084,SUCCESS,0
T494EECBEFC50,2025-01-17 06:38:56,M0039,2120.6,Debit Card,Mumbai,D01007,C01020,SUCCESS,0
T7CA561DBD27C,2025-01-17 06:39:24,M0052,2142.08,Debit Card,Delhi,D03929,C02835,SUCCESS,0
T472A2A0C116E,2025-01-17 06:39:35,M0052,1595.29,UPI,Delhi,D00718,C03677,SUCCESS,0
TD1C7D7A4B7CD,2025-01-17 06:40:04,M0048,1711.55,Wallet,Hyderabad,D02891,C00360,SUCCESS,0
TB09D2F35BD4A,2025-01-17 06:40:36,M0022,3271.71,Net Banking,Hyderabad,D01688,C00086,SUCCESS,0
TDCBE2CC9E9D3,2025-01-17 06:40:50,M0001,823.17,UPI,Surat,D03883,C00007,SUCCESS,0
T6C1600B22061,2025-01-17 06:40:54,M0035,457.66,UPI,Lucknow,D00547,C01019,SUCCESS,0
T33C5313F4010,2025-01-17 06:41:54,M0042,4662.99,UPI,Bengaluru,D01285,C02007,SUCCESS,0
T5FEA1FA1D761,2025-01-17 06:42:13,M0034,2405.38,UPI,Chandigarh,D03801,C02009,SUCCESS,0
T7773A8FEC943,2025-01-17 06:42:38,M0050,1425.39,UPI,Kolkata,D01477,C03702,SUCCESS,0
T9F185EAE54C8,2025-01-17 06:43:01,M0039,1873.79,Wallet,Mumbai,D02604,C02387,SUCCESS,0
T892FC3E5D05D,2025-01-17 06:43:39,M0029,1871.72,UPI,Surat,D03940,C01518,SUCCESS,0
T50D690CB5841,2025-01-17 06:43:41,M0037,1553.38,Credit Card,Indore,D02598,C03471,SUCCESS,0
TD3B8E83A6302,2025-01-17 06:43:54,M0027,1011.17,UPI,Hyderabad,D01568,C01833,SUCCESS,0
T5C2CC02F0F9A,2025-01-17 06:43:55,M0049,4467.79,UPI,Indore,D00898,C01725,SUCCESS,0
T631AC79060C4,2025-01-17 06:44:46,M0051,563.37,Debit Card,Delhi,D00518,C01550,SUCCESS,0
TEB3AF97BA076,2025-01-17 06:45:01,M0054,807.74,UPI,Delhi,D03814,C02229,SUCCESS,0
TEF3746680A84,2025-01-17 06:45:19,M0039,1528.77,UPI,Mumbai,D04410,C00710,FAILED,0
T4EBDDC9EF247,2025-01-17 06:45:29,M0017,2890.0,UPI,Pune,D00557,C01122,SUCCESS,0
T365909356235,2025-01-17 06:46:04,M0018,5974.11,Credit Card,Mumbai,D03334,C01354,SUCCESS,0
TAD9491AE9B7B,2025-01-17 06:46:19,M0015,1832.75,UPI,Delhi,D03171,C02303,SUCCESS,0
T0DFA60F17198,2025-01-17 06:46:37,M0035,532.61,Debit Card,Lucknow,D03553,C01976,SUCCESS,0
T3715FE450A27,2025-01-17 06:46:39,M0033,5468.42,UPI,Pune,D00619,C02121,SUCCESS,0
TB674AB3B9F03,2025-01-17 06:47:02,M0046,2695.62,UPI,Chennai,D00710,C01528,SUCCESS,0
T34659A24126C,2025-01-17 06:47:25,M0022,825.44,UPI,Hyderabad,D03659,C02930,SUCCESS,0
T2D1E1178D993,2025-01-17 06:47:54,M0011,1656.3,Credit Card,Surat,D03353,C00748,SUCCESS,0
T7D5080E4BB0A,2025-01-17 06:48:15,M0027,1805.16,Credit Card,Hyderabad,D04007,C02997,FAILED,0
TD6FE0FD1309B,2025-01-17 06:48:42,M0001,593.43,UPI,Surat,D00823,C01462,SUCCESS,0
T51061F810C59,2025-01-17 06:49:12,M0006,1725.66,Debit Card,Hyderabad,D02226,C00974,FAILED,0
T3AA190B6E379,2025-01-17 06:49:32,M0034,1757.94,Credit Card,Ahmedabad,D02620,C02460,SUCCESS,0
TF1293310DB45,2025-01-17 06:49:35,M0044,402.81,Net Banking,Kolkata,D02558,C03849,SUCCESS,0
TE3B0D953353D,2025-01-17 06:49:49,M0055,2583.74,Debit Card,Kolkata,D03386,C03253,FAILED,0
T01C600099B52,2025-01-17 06:49:57,M0047,1856.68,Debit Card,Bengaluru,D02670,C01642,SUCCESS,0
T2C8D9396E92B,2025-01-17 06:49:59,M0052,2259.62,Net Banking,Delhi,D04009,C01077,SUCCESS,0
TA308EDA1F118,2025-01-17 06:50:19,M0052,3756.55,Credit Card,Delhi,D03297,C01578,SUCCESS,0
TB47C44BC1129,2025-01-17 06:50:39,M0009,4818.29,Debit Card,Nagpur,D00060,C00251,SUCCESS,0
TF0AF3157F3C2,2025-01-17 06:50:58,M0054,1030.19,Credit Card,Jaipur,D04455,C02230,SUCCESS,0
TE4DB8BF5B098,2025-01-17 06:51:21,M0041,1330.02,Debit Card,Pune,D02558,C00880,SUCCESS,0
T033D46585B64,2025-01-17 06:51:46,M0046,2652.43,UPI,Hyderabad,D04440,C01910,SUCCESS,0
TDB0001CF5A7A,2025-01-17 06:51:59,M0039,1340.05,Debit Card,Mumbai,D02886,C01769,SUCCESS,0
T0994583F0C01,2025-01-17 06:52:11,M0048,1747.07,UPI,Hyderabad,D02180,C01275,SUCCESS,0
TCC227FAE87CD,2025-01-17 06:52:45,M0011,1602.72,Net Banking,Surat,D00819,C02858,SUCCESS,0
T5B6BA9EDCB61,2025-01-17 06:52:52,M0057,5532.87,Debit Card,Kolkata,D01025,C02685,SUCCESS,0
T2472F234C4B1,2025-01-17 06:53:07,M0011,3330.35,Net Banking,Surat,D02962,C02956,SUCCESS,0
TDEBC22F4C863,2025-01-17 06:53:21,M0030,3920.29,UPI,Pune,D01352,C02652,SUCCESS,0
TC40EFFB97696,2025-01-17 06:53:43,M0016,1011.09,UPI,Lucknow,D01154,C00932,SUCCESS,0
TAF87EE6DD4F5,2025-01-17 06:55:21,M0037,795.64,Credit Card,Indore,D00012,C00264,SUCCESS,0
T481CF1575EAA,2025-01-17 06:55:33,M0008,463.82,UPI,Bengaluru,D00990,C03386,SUCCESS,0
TA6A7BDA2BA8A,2025-01-17 06:56:11,M0036,702.64,Debit Card,Chennai,D03262,C01737,SUCCESS,0
TF3CFBFFE5B63,2025-01-17 06:58:18,M0045,922.27,Credit Card,Kolkata,D01509,C03316,SUCCESS,0
TE553DB98C63A,2025-01-17 06:58:36,M0005,528.75,Net Banking,Chennai,D01508,C00202,SUCCESS,0
T56471D981B2F,2025-01-17 06:58:54,M0033,3588.32,UPI,Hyderabad,D01607,C00846,FAILED,0
TB14DC81A06C3,2025-01-17 06:59:26,M0047,2032.02,UPI,Bengaluru,D00335,C03656,SUCCESS,0
T8650960DB1F4,2025-01-17 07:00:42,M0019,1200.36,Debit Card,Mumbai,D01019,C00339,SUCCESS,0
T94153F794970,2025-01-17 07:00:47,M0036,3098.78,UPI,Chennai,D02311,C00921,SUCCESS,0
T19FB11AFDD69,2025-01-17 07:01:56,M0038,1292.32,UPI,Chandigarh,D01675,C00594,SUCCESS,0
T4BB9258A373A,2025-01-17 07:02:13,M0011,3373.27,Net Banking,Surat,D04318,C03776,SUCCESS,0
T402DEAA2B5B0,2025-01-17 07:02:25,M0031,4294.05,Debit Card,Jaipur,D00235,C01705,SUCCESS,0
T64E3A6DFCB37,2025-01-17 07:02:54,M0035,565.46,UPI,Lucknow,D02945,C00637,SUCCESS,0
TEA7CA7091268,2025-01-17 07:05:05,M0031,4005.25,UPI,Jaipur,D04476,C00984,SUCCESS,0
T656EB5C94359,2025-01-17 07:05:09,M0008,307.84,Debit Card,Bengaluru,D02218,C03940,SUCCESS,0
T45659A88AF32,2025-01-17 07:06:38,M0023,564.43,Debit Card,Jaipur,D00903,C01532,SUCCESS,0
T85728A5A442C,2025-01-17 07:06:40,M0006,1609.18,UPI,Hyderabad,D02219,C00811,SUCCESS,0
T39133A01F8E2,2025-01-17 07:06:46,M0035,1117.67,Net Banking,Lucknow,D01091,C00788,SUCCESS,0
T148D0554E3A4,2025-01-17 07:06:46,M0011,1749.19,UPI,Surat,D01571,C03135,SUCCESS,0
T8247A5F979A8,2025-01-17 07:06:50,M0002,1387.38,Credit Card,Delhi,D01445,C00489,SUCCESS,0
TA8422C52BF2C,2025-01-17 07:07:34,M0048,1930.12,Net Banking,Hyderabad,D01416,C01340,SUCCESS,0
TC00F655D0FCC,2025-01-17 07:08:27,M0060,3887.59,UPI,Indore,D01732,C03059,SUCCESS,0
T21A5DB6F5112,2025-01-17 07:08:38,M0011,2848.48,Net Banking,Surat,D02746,C01878,SUCCESS,0
T8228EF75C6FB,2025-01-17 07:09:35,M0043,1421.11,UPI,Nagpur,D02686,C00608,SUCCESS,0
TFDFDFA0C3E91,2025-01-17 07:10:18,M0014,548.56,Debit Card,Jaipur,D03584,C02816,SUCCESS,0
T77C30C83AC00,2025-01-17 07:11:06,M0046,4839.89,UPI,Chennai,D02751,C00482,SUCCESS,0
T2A22559C74D7,2025-01-17 07:11:37,M0006,1379.74,UPI,Surat,D03095,C02425,SUCCESS,0
T3141BDB83965,2025-01-17 07:11:53,M0059,1990.51,UPI,Chennai,D04329,C00060,SUCCESS,0
TA4D50FD84A27,2025-01-17 07:11:58,M0060,2582.2,Debit Card,Lucknow,D01858,C02467,SUCCESS,0
T57A718194BF4,2025-01-17 07:12:16,M0019,674.01,Net Banking,Mumbai,D02580,C03227,SUCCESS,0
T8B85FBAF5DCF,2025-01-17 07:12:27,M0010,300.88,Debit Card,Delhi,D03604,C00583,SUCCESS,0
TD42874EDDC90,2025-01-17 07:12:41,M0032,2631.21,UPI,Hyderabad,D00484,C03415,SUCCESS,0
T3B88A644FD83,2025-01-17 07:12:45,M0022,3020.23,Net Banking,Hyderabad,D03910,C02226,SUCCESS,0
T0B0C526C580E,2025-01-17 07:14:08,M0056,3897.45,UPI,Kochi,D04458,C01072,SUCCESS,0
T983F4052A7E7,2025-01-17 07:16:03,M0052,2655.42,UPI,Delhi,D02996,C03616,SUCCESS,0
T21A85970910E,2025-01-17 07:16:36,M0016,1886.63,Debit Card,Lucknow,D02220,C03832,SUCCESS,0
T467435D40621,2025-01-17 07:17:01,M0041,392.14,Credit Card,Indore,D01117,C02937,SUCCESS,0
TEE6A3E310810,2025-01-17 07:18:54,M0024,1406.24,Debit Card,Lucknow,D01331,C03807,SUCCESS,0
T147FFEE8D6EA,2025-01-17 07:19:28,M0055,1034.09,UPI,Kolkata,D01752,C01046,SUCCESS,0
T0A9EB96D1E2F,2025-01-17 07:19:33,M0006,1296.35,Net Banking,Hyderabad,D02448,C03316,SUCCESS,0
TEAAC8C619083,2025-01-17 07:20:41,M0033,1934.8,UPI,Ahmedabad,D00365,C03812,SUCCESS,0
T0626D304657D,2025-01-17 07:20:57,M0030,3386.82,UPI,Nagpur,D03291,C00182,SUCCESS,0
TBC273EE0589D,2025-01-17 07:21:52,M0034,1885.4,Debit Card,Ahmedabad,D04116,C03326,SUCCESS,0
T964EA75F2C70,2025-01-17 07:22:26,M0006,1981.42,Debit Card,Hyderabad,D03354,C00355,SUCCESS,0
T69C57A8DFFDF,2025-01-17 07:22:50,M0057,4015.28,Debit Card,Kolkata,D02008,C00230,SUCCESS,0
T49DEDA7676EF,2025-01-17 07:24:05,M0013,830.45,UPI,Chandigarh,D02534,C03415,SUCCESS,0
TFF015D4EF2FA,2025-01-17 07:24:50,M0041,1663.28,UPI,Indore,D03066,C00487,SUCCESS,0
T393B56B1DA56,2025-01-17 07:25:07,M0034,2827.01,UPI,Ahmedabad,D03736,C03770,SUCCESS,0
TF6B498EAB6B2,2025-01-17 07:26:01,M0034,3331.35,UPI,Ahmedabad,D00123,C03546,FAILED,0
TB2360A816B8D,2025-01-17 07:26:10,M0013,2014.27,UPI,Chandigarh,D03347,C02404,SUCCESS,0
T5053657FF232,2025-01-17 07:26:55,M0015,1492.8,Credit Card,Bengaluru,D04071,C01528,SUCCESS,0
TEED1A66AA433,2025-01-17 07:26:58,M0023,97.99,Wallet,Jaipur,D02703,C01915,SUCCESS,0
TCDED5F40FECB,2025-01-17 07:28:47,M0021,3164.45,UPI,Hyderabad,D04403,C03521,SUCCESS,0
TDC8F1BE7977F,2025-01-17 07:29:20,M0002,838.47,Credit Card,Delhi,D02530,C02096,SUCCESS,0
T57CB061DEA74,2025-01-17 07:29:29,M0051,653.19,UPI,Delhi,D02824,C00615,SUCCESS,0
TF6BD2628724B,2025-01-17 07:29:32,M0019,638.14,Credit Card,Mumbai,D04170,C01750,SUCCESS,0
T119DBB80F36C,2025-01-17 07:29:42,M0054,1100.67,UPI,Delhi,D00183,C02015,SUCCESS,0
TBE7318EEF17C,2025-01-17 07:30:12,M0052,4235.19,UPI,Hyderabad,D01578,C03015,SUCCESS,0
T001471A875D0,2025-01-17 07:30:36,M0020,484.13,Debit Card,Delhi,D03659,C02804,SUCCESS,0
TEDF8F029A4F4,2025-01-17 07:30:57,M0053,2612.95,Credit Card,Pune,D02790,C03233,SUCCESS,0
TD508BFFC5F3F,2025-01-17 07:31:03,M0060,2634.31,UPI,Indore,D01914,C02674,SUCCESS,0
T5717451A4EE1,2025-01-17 07:31:10,M0004,1873.03,Net Banking,Nagpur,D00980,C01263,SUCCESS,0
TEB57548AED21,2025-01-17 07:31:24,M0001,2233.6,Net Banking,Surat,D01739,C00073,SUCCESS,0
T6FFB6345BA46,2025-01-17 07:31:52,M0019,657.3,Wallet,Mumbai,D03176,C01263,SUCCESS,0
TBA26BC983219,2025-01-17 07:32:15,M0047,4072.4,Net Banking,Bengaluru,D00857,C01809,SUCCESS,0
T867401720181,2025-01-17 07:32:58,M0031,3414.16,UPI,Jaipur,D00386,C02035,SUCCESS,0
T567DE07922BD,2025-01-17 07:33:19,M0020,130.51,Credit Card,Delhi,D00560,C00772,SUCCESS,0
TF9A293B960B1,2025-01-17 07:33:27,M0055,1736.7,UPI,Kolkata,D00417,C02927,SUCCESS,0
TDEF6B9B1C1E1,2025-01-17 07:33:33,M0010,362.1,UPI,Delhi,D03779,C00701,SUCCESS,0
TD59FB23F6DFE,2025-01-17 07:33:56,M0040,800.11,Credit Card,Indore,D04198,C03057,SUCCESS,0
T305AD98BF6FB,2025-01-17 07:34:00,M0039,1316.69,Credit Card,Mumbai,D01224,C00972,SUCCESS,0
T9AA70AFE6C30,2025-01-17 07:34:57,M0048,1913.66,Credit Card,Kolkata,D04466,C01235,SUCCESS,0
T90DAA8B953CF,2025-01-17 07:35:25,M0045,1591.25,UPI,Kolkata,D03973,C00335,SUCCESS,0
T268C47241258,2025-01-17 07:35:52,M0008,656.78,Net Banking,Bengaluru,D00932,C03478,SUCCESS,0
T07A97551B2E7,2025-01-17 07:36:55,M0050,2302.21,UPI,Kolkata,D03313,C03773,SUCCESS,0
T6103A52F7C83,2025-01-17 07:37:13,M0047,2505.42,UPI,Mumbai,D03662,C01422,SUCCESS,0
T05F10D553A0D,2025-01-17 07:37:19,M0009,3135.93,UPI,Nagpur,D04237,C00675,FAILED,0
T9B03EBD91818,2025-01-17 07:37:27,M0009,3178.12,UPI,Nagpur,D02268,C01474,SUCCESS,0
T65A4AF4D11CE,2025-01-17 07:37:31,M0047,1861.57,UPI,Bengaluru,D01329,C03399,SUCCESS,0
TCC26FA6DFBCC,2025-01-17 07:38:11,M0016,2044.62,UPI,Lucknow,D02823,C02170,SUCCESS,0
TA2B900CF9A66,2025-01-17 07:38:23,M0038,846.03,Debit Card,Kochi,D01257,C02462,SUCCESS,0
T22BD3FD8C0FA,2025-01-17 07:38:43,M0029,2794.08,UPI,Surat,D03186,C03948,SUCCESS,0
TCCCD78163894,2025-01-17 07:38:57,M0011,2364.49,Debit Card,Surat,D03749,C00390,SUCCESS,0
T4A2F9BB3155B,2025-01-17 07:39:02,M0047,1909.78,UPI,Bengaluru,D04390,C02874,SUCCESS,0
TD3484E69CD2F,2025-01-17 07:39:54,M0015,1116.23,UPI,Delhi,D00276,C00584,SUCCESS,0
TBB6D437F77DD,2025-01-17 07:40:16,M0007,2949.07,UPI,Hyderabad,D02708,C03540,SUCCESS,0
TA938A98A584E,2025-01-17 07:40:26,M0030,2658.26,UPI,Nagpur,D01946,C00092,SUCCESS,0
T9E33189B848C,2025-01-17 07:40:32,M0001,1154.3,Debit Card,Surat,D04034,C00567,SUCCESS,0
